word,gold_segmentation,gold_root_heuristic,stemmer_output,exact_match
অক্টোবরে,অক্টোবর+ে,অক্টোবর,অক্টোবর,True
অলসভাবেই,অলস+ভাব+ে+ই,অলস,অলসভাব,False
অলরাউন্ডারকে,অলরাউন্ড+ার+কে,অলরাউন্ড,অলরাউন্ডা,False
অমিল,অ+মিল,অ,অমিল,False
অমিলগত,অ+মিল+গত,অ,অমিল,False
অমুসলিম,অ+মুসলিম,অ,অমুসলিম,False
অমঙ্গলজনক,অ+মঙ্গল+জনক,অ,অমঙ্গল,False
অমর,অ+মর,অ,অমর,False
অমর্যাদা,অ+মর্যাদা,অ,অমর্যাদা,False
অনাহূত,"1 অন+াহূত, অন+আহূত",1 অন,অনাহূত,False
অনামিকা,অ+নাম+িকা,অ,অনামিকা,False
অনেক,অন+েক,অন,অনেক,False
অনিচ্ছা,"1 অন+িচ্ছা, অন+ইচ্ছা",1 অন,অনিচ্ছা,False
অনিচ্ছার,"1 অন+িচ্ছা+র, অন+ইচ্ছা+র",1 অন,অনিচ্ছা,False
অনিয়মের,অ+নিয়ম+ের,অ,অনিয়ম,False
অনুষ্ঠানে,অনুষ্ঠান+ে,অনুষ্ঠান,ষ্ঠান,False
অনুযায়ী,অনুযায়ী,অনুযায়ী,যায়ী,False
অনুমানটাই,অনুমান+টা+ই,অনুমান,অনু,False
অনুমেয়,অনুমেয়,অনুমেয়,মেয়,False
অনুমোদনসহ,অনুমোদন+সহ,অনুমোদন,মোদনসহ,False
অনুনয়ের,অনুনয়+ের,অনুনয়,নয়,False
অনুপস্থিত,"1 অন+ুপস্থিত, অন+উপস্থিত",1 অন,পস্থিত,False
অনুরোধ,অনুরোধ,অনুরোধ,রোধ,False
অনুশোচনা,অনুশোচনা,অনুশোচনা,শোচনা,False
অনবদ্য,অনবদ্য,অনবদ্য,অনবদ্য,True
অনমনীয়,অ+নমনীয়,অ,অনমনীয়,False
অনমনীয়তা,অ+নমনীয়+তা,অ,অনমনীয়তা,False
অনমনীয়তায়,অ+নমনীয়+তা+য়,অ,অনমনীয়তায়,False
অনর্থ,অনর্থ,অনর্থ,অনর্থ,True
অনশন,অনশন,অনশন,অনশন,True
অন্ধকারের,অন্ধ+কার+ের,অন্ধ,অন্ধকার,False
অন্তসারশূন্য,অন্তসার+শূন্য,অন্তসার,অন্তসারশূন্য,False
অন্তদ্বর্ন্দ্বেই,অন্ত+দ্বর্ন্দ্ব+ে+ই,অন্ত,অন্তদ্বর্ন্দ্ব,False
অন্তরায়,অন্তরায়,অন্তরায়,অন্তরায়,True
অন্তরের,অন্তর+ের,অন্তর,অন্তর,True
অন্তর্ভুক্তসহ,অন্তর্ভুক্ত+সহ,অন্তর্ভুক্ত,অন্তর্ভুক্তসহ,False
অন্তর্নিহিত,অন্তর্+নিহিত,অন্তর্,অন্তর্নিহিত,False
অন্যত্র,অন্যত্র,অন্যত্র,অন্যত্র,True
অন্যপ্রান্তে,অন্য+প্রান্ত+ে,অন্য,অন্যপ্রান্,False
অপারেটরদের,অপারেট+র+দের,অপারেট,অপারেটর,False
অপেক্ষাটা,অপেক্ষা+টা,অপেক্ষা,অপেক্ষা,True
অপচেষ্টা,অপ+চেষ্টা,চেষ্টা,চেষ্,False
অপক্ষপাতী,অ+পক্ষ+পাত+ী,অ,ক্ষপাতী,False
অপরাধীরা,অপরাধ+ী+রা,অপরাধ,রাধীরা,False
অপরাধমূলক,অপরাধ+মূলক,অপরাধ,রাধমূলক,False
অপরিণত,অ+পরিণত,অ,রিণত,False
অপরকে,অপর+কে,অপর,র,False
অঙ্গনকে,অঙ্গন+কে,অঙ্গন,অঙ্গন,True
অঙ্গপ্রতিষ্ঠান,অঙ্গ+প্রতিষ্ঠান,অঙ্গ,অঙ্গপ্রতিষ্ঠান,False
অরিজিন,অরিজিন,অরিজিন,অরিজিন,True
অর্ধেক,অর্ধ+েক,অর্ধ,অর্ধেক,False
অর্ধেকও,অর্ধ+েক+ও,অর্ধ,অর্ধেক,False
অর্জন,অর্জন,অর্জন,অর্জন,True
অর্জনকারীদের,অর্জন+কার+ী+দের,অর্জন,অর্জনকারী,False
অর্থাভাবে,"1 অর্থ+অভাব+ে, অর্থ+াভাব+ে",1 অর্থ,অর্থাভাব,False
অর্থবিত্ত,অর্থ+বিত্ত,অর্থ,অর্থবিত্ত,False
অর্থবিনিময়ের,অর্থ+বিনিময়+ের,অর্থ,অর্থবিনিময়,False
অর্থদণ্ডে,অর্থ+দণ্ড+ে,অর্থ,অর্থদণ্ড,False
অর্থহীন,অর্থ+হীন,অর্থ,অর্থহীন,False
অর্থনীতির,অর্থ+নীতি+র,অর্থ,অর্থনীতি,False
অর্থটাই,অর্থ+টা+ই,অর্থ,অর্থ,True
অশোভন,অ+শোভন,অ,অশোভন,False
অশ্লীল,অ+শ্লীল,অ,অশ্লীল,False
অংশ,অংশ,অংশ,অংশ,True
অংশীদারত্বে,অংশ+ী+দার+ত্ব+ে,অংশ,অংশীদারত্ব,False
অংশজুড়েই,অংশ+জুড়ে+ই,অংশ,অংশজুড়,False
অংশত্ব,অংশ+ত্ব,অংশ,অংশত্ব,False
অংশগ্রহণও,অংশ+গ্রহণ+ও,অংশ,অংশগ্রহণ,False
অ্যাসাইনমেন্ট,অ্যাসাইন+মেন্ট,অ্যাসাইন,অ্যাসাইনমেন্ট,False
বৈকি,বৈকি,বৈকি,বৈকি,True
বঁাধা,বঁাধা,বঁাধা,বঁাধা,True
বঁাশবাড়ী,বঁাশ+বাড়ী,বঁাশ,বঁাশবাড়ী,False
বঁুদ,বঁুদ,বঁুদ,বঁুদ,True
বীরত্বের,বীরত্ব+ের,বীরত্ব,বীরত্ব,True
বীরত্বগাথাকে,বীর+ত্ব+গাথা+কে,বীর,বীরত্বগাথা,False
বীরত্বগাথার,বীর+ত্ব+গাথা+র,বীর,বীরত্বগাথা,False
বীরকোট,বীর+কোট,বীর,বীরকোট,False
বীরউত্তম,বীর+উত্তম,বীর,বীরউত্তম,False
বাঁচলাম,"বাঁচ+ল+াম, বাঁচ+ল+া+ম",বাঁচ,বাঁচ,True
বাছাইকৃতদের,বাছাই+কৃত+দের,বাছাই,বাছাইকৃত,False
বাজেভাবেই,বাজে+ভাব+ে+ই,বাজে,বাজেভাবে,False
বাণিজ্য,বাণিজ্য,বাণিজ্য,বাণিজ্য,True
বাসায়,বাসা+য়,বাসা,বাসায়,False
বাসের,বাস+ের,বাস,বাস,True
বাসটির,বাস+টি+র,বাস,বাস,True
বাস্তবতাকেই,বাস্তব+তা+কে+ই,বাস্তব,বাস্তবতা,False
বাতুলতার,বাতুল+তা+র,বাতুল,বাতুলতা,False
বাবাকে,বাবা+কে,বাবা,বাবা,True
বাবু,বাবু,বাবু,বাবু,True
বাবুগঞ্জ,বাবু+গঞ্জ,বাবু,বাবুগঞ্জ,False
বাদী,বাদ+ী,বাদ,বাদী,False
বাদ্য,বাদ্য,বাদ্য,বাদ্য,True
বাথরুম,বাথ+রুম,বাথ,বাথরুম,False
বাহক,বাহক,বাহক,বাহক,True
বাইসাইকেলযোগে,বাই+সাইকেল+যোগ+ে,বাই,বাইসাইকেলযোগে,False
বাইড়ি,বাইড়ি,বাইড়ি,বাইড়ি,True
বাকি,বাকি,বাকি,বাকি,True
বাকিগুলোতে,বাকি+গুলো+তে,বাকি,বাকি,True
বাক্সবন্দি,বাক্স+বন্দ+ি,বাক্স,বাক্সবন্দি,False
বাক্যও,বাক্য+ও,বাক্য,বাক্য,True
বালি,বালি,বালি,বালি,True
বালুয়া,বালু+য়া,বালু,বালুয়া,False
বানাতে,বানা+তে,বানা,বানা,True
বানাচ্ছে,বানা+চ্ছ+ে,বানা,বান,False
বানেশ্বরের,"1 বান+েশ্বর+ের, বান+ঈশ্বর+ের",1 বান,বানেশ্বর,False
বান্ধব,বান্ধব,বান্ধব,বান্ধব,True
বান্ধবদের,বান্ধব+দের,বান্ধব,বান্ধব,True
বাঙালিরা,বাঙাল+ি+রা,বাঙাল,বাঙা,False
বারোমাসি,বারো+মাসি,বারো,বারোমাসি,False
বার্তাই,বার্তা+ই,বার্তা,বার্তা,True
বার্তার,বার্তা+র,বার্তা,বার্তার,False
বার্ডের,বার্ড+ের,বার্ড,বার্ড,True
বাড়ল,বাড়+ল,বাড়,বাড়ল,False
বাংলাতেই,বাংলা+তে+ই,বাংলা,বাংলা,True
বাংলাদেশের,"বাংলাদেশ+ের, বাংলা+দেশ+ের",বাংলাদেশ,বাংলাদেশ,True
বছরদুয়েক,বছর+দুয়েক,বছর,বছরদুয়েক,False
বধূয়া,বধূ+য়া,বধূ,বধূয়া,False
বেঁধেছে,"1 বেঁধ+ে+ছ+ে, বাঁধ+ে+ছ+ে",1 বেঁধ,বেঁধ,False
বেফঁাস,বে+ফঁাস,বে,বেফঁাস,False
বেতন,বেতন,বেতন,বেতন,True
বেতনকাঠামোও,বেতন+কাঠামো+ও,বেতন,বেতনকাঠামো,False
বেদ,বেদ,বেদ,বেদ,True
বেদিশা,বে+দিশা,বে,বেদিশা,False
বেদনাদায়ক,বেদনা+দায়+ক,বেদনা,বেদনাদায়ক,False
বেকার,বেকার,বেকার,বেকা,False
বেপরোয়াও,বে+পরোয়া+ও,বে,বেপরোয়া,False
বেরোনোর,বের+ো+নো+র,বের,বেরোনোর,False
বেরোয়,বের+ো+য়,বের,বেরোয়,False
বেড়েছিল,"1 বেড়+ে+ছি+ল, বেড়+ে+ছ+িল, বাড়+ে+ছি+ল, বাড়+ে+ছ+িল",1 বেড়,বাড়,False
বিভাজক,বি+ভাজক,ভাজক,ভাজক,True
বিভাগের,"বি+ভাগ+ের, বিভাগ+ের",ভাগ,ভাগ,True
বিভাগেরও,"বি+ভাগ+ের+ও, বিভাগ+ের+ও",ভাগ,ভাগ,True
বিভিন্ন,বি+ভিন্ন,ভিন্ন,ভিন্ন,True
বিভিন্নভাবে,বি+ভিন্ন+ভাব+ে,ভিন্ন,ভিন্নভাব,False
বিভক্তির,বিভক্ত+ি+র,বিভক্ত,ভক্তি,False
বিছানার,বিছানা+র,বিছানা,ছানা,False
বিধানসহ,বিধান+সহ,বিধান,ধানসহ,False
বিধানগুলোর,বিধান+গুলো+র,বিধান,ধান,False
বিধিও,বিধি+ও,বিধি,ধি,False
বিধংসীও,বিধংসী+ও,বিধংসী,ধংসী,False
বিষাদও,বিষাদ+ও,বিষাদ,ষাদ,False
বিষধর,বিষ+ধর,বিষ,ষধর,False
বিষয়ক,বিষয়+ক,বিষয়,ষয়ক,False
বিষয়টিও,বিষয়+টি+ও,বিষয়,ষয়,False
বিষ্ঞুপুর,বিষ্ঞু+পুর,বিষ্ঞু,ষ্ঞুপুর,False
বিজয়ীকে,বি+জয়+ী+কে,জয়,জয়ী,False
বিজয়ানন্দে,"1 বিজয়+ানন্দ+ে, বিজয়+আনন্দ+ে",1 বিজয়,জয়ানন্দ,False
বিজ্ঞপ্তিটি,বিজ্ঞপ্তি+টি,বিজ্ঞপ্তি,জ্ঞপ্তি,False
বিখ্যাত,বিখ্যাত,বিখ্যাত,খ্যাত,False
বিফল,বি+ফল,ফল,ফল,True
বিস্ফোরণ,বিস্ফোরণ,বিস্ফোরণ,স্ফোরণ,False
বিতার্কিক,"1 বি+তার্ক+িক, বি+তার্ক+িক, বি+তর্ক+িক, বি+তর্ক+িক",1 বি,তার্কিক,False
বিতর্কগুলো,"বি+তর্ক+গুলো, বিতর্ক+গুলো",তর্ক,তর্ক,True
বিবৃতি,বিবৃতি,বিবৃতি,বৃতি,False
বিব্রতকরণ,বিব্রত+করণ,বিব্রত,ব্রতকরণ,False
বিচারালয়সহ,"1 বিচার+ালয়+সহ, বিচার+আলয়+সহ",1 বিচার,চারালয়সহ,False
বিচারে,বিচার+ে,বিচার,চা,False
বিচারেও,বিচার+ে+ও,বিচার,চা,False
বিচু্যত,বি+চু্যত,চু্যত,চু্যত,True
বিদেশীদের,বি+দেশ+ী+দের,দেশ,দেশী,False
বিদেশীকেও,বি+দেশ+ী+কে+ও,দেশ,দেশী,False
বিদেশে,বি+দেশ+ে,দেশ,দেশ,True
বিদেশের,বি+দেশ+ের,দেশ,দেশ,True
বিদ্বেষ,বিদ্বেষ,বিদ্বেষ,দ্বেষ,False
বিদ্যানিকেতন,বিদ্যা+নিকেতন,বিদ্যা,দ্যানিকেতন,False
বিদ্যাপীঠে,বিদ্যা+পীঠ+ে,বিদ্যা,দ্যাপীঠ,False
বিদ্রোহের,বিদ্রোহ+ের,বিদ্রোহ,দ্রোহ,False
বিহলতা,বিহল+তা,বিহল,হলতা,False
বিকেন্দ্রীকরণের,বি+কেন্দ্র+ী+করণ+ের,কেন্দ্র,কেন্দ্রীকরণ,False
বিকল্পও,বিকল্প+ও,বিকল্প,কল্প,False
বিকট,বিকট,বিকট,কট,False
বিক্ষোভ,বিক্ষোভ,বিক্ষোভ,ক্ষোভ,False
বিলাস,বিলাস,বিলাস,লাস,False
বিলাপ,বিলাপ,বিলাপ,লাপ,False
বিলে,বিল+ে,বিল,ল,False
বিলম্বের,বিলম্ব+ের,বিলম্ব,লম্ব,False
বিমানভাড়া,বিমান+ভাড়া,বিমান,মানভাড়া,False
বিমানটি,বিমান+টি,বিমান,মান,False
বিন,বিন,বিন,ন,False
বিনাশর্তে,বিনা+শর্ত+ে,বিনা,নাশর্,False
বিনির্মাণে,বি+নির্মাণ+ে,নির্মাণ,নির্মাণ,True
বিনিয়োগকে,বি+নিয়োগ+কে,নিয়োগ,নিয়োগ,True
বিনিয়োগকেও,বি+নিয়োগ+কে+ও,নিয়োগ,নিয়োগ,True
বিনয়,বিনয়,বিনয়,নয়,False
বিপর্যয়ের,বিপর্যয়+ের,বিপর্যয়,পর্যয়,False
বিপ্লবে,বিপ্লব+ে,বিপ্লব,প্লব,False
বিরাগভাজনও,বি+রাগ+ভাজন+ও,রাগ,রাগভাজন,False
বিরোধিতায়,বিরোধ+ি+তা+য়,বিরোধ,রোধিতায়,False
বিরলই,বিরল+ই,বিরল,রল,False
বিশালাকৃতির,"1 বিশাল+াকৃতি+র, বিশাল+আকৃতি+র",1 বিশাল,শালাকৃতি,False
বিশেষজ্ঞদল,"1 বিশেষ+জ্ঞ+দল, বিশেষ+অজ্ঞ+দল",1 বিশেষ,শেষজ্ঞদল,False
বিশুদ্ধ,বি+শুদ্ধ,শুদ্ধ,শুদ্ধ,True
বিশদভাবে,বিশদ+ভাব+ে,বিশদ,শদভাব,False
বিশটি,বিশ+টি,বিশ,শ,False
বিশ্বাসী,বিশ্বাস+ী,বিশ্বাস,বিশ্বাসী,False
বিশ্বাসটাকে,বিশ্বাস+টা+কে,বিশ্বাস,বিশ্বাস,True
বিশ্বসুন্দরী,বিশ্ব+সুন্দর+ী,বিশ্ব,শ্বসুন্দরী,False
বিশ্ববিদ্যালয়ে,"1 বিশ্ব+বিদ্যা+লয়+ে, বিশ্ব+বিদ্যা+আলয়+ে",1 বিশ্ব,শ্ববিদ্যালয়,False
বিশ্বব্যাংক,বিশ্ব+ব্যাংক,বিশ্ব,শ্বব্যাংক,False
বিশ্লেষণী,বিশ্লেষণ+ী,বিশ্লেষণ,শ্লেষণী,False
বিশ্লেষকদের,বিশ্লেষক+দের,বিশ্লেষক,শ্লেষক,False
বিয়ের,বিয়ে+র,বিয়ে,য়,False
বিয়োজন,বিয়োজন,বিয়োজন,য়োজন,False
বিয়োগে,বিয়োগ+ে,বিয়োগ,য়োগ,False
বজ্রঝড়,বজ্র+ঝড়,বজ্র,বজ্রঝড়,False
বোতলটি,বোতল+টি,বোতল,বোতল,True
বোলিং,বোল+িং,বোল,বোলিং,False
বোমাও,বোমা+ও,বোমা,বোমা,True
বোন,বোন,বোন,বোন,True
বোর্ড,বোর্ড,বোর্ড,বোর্ড,True
বোর্ডটা,বোর্ড+টা,বোর্ড,বোর্ড,True
বৃষ্টিহীন,বৃষ্টি+হীন,বৃষ্টি,বৃষ্টিহীন,False
বৃত্তকে,বৃত্ত+কে,বৃত্ত,বৃত্ত,True
বৃহত্তরভাবে,বৃহত্তর+ভাব+ে,বৃহত্তর,বৃহত্তরভাব,False
বসিয়েছে,বস+িয়ে+ছ+ে,বস,বস,True
বসিয়েছিল,"বস+িয়ে+ছি+ল, বস+িয়ে+ছ+িল",বস,বস,True
বসুন,বস+ুন,বস,বসুন,False
বসলেও,বস+লে+ও,বস,বসল,False
বসন্ত,বসন্ত,বসন্ত,বস,False
বস্তা,বস্তা,বস্তা,বস্তা,True
বস্তাপচা,বস্তা+পচা,বস্তা,বস্তাপচা,False
বস্তি,বস্তি,বস্তি,বস্তি,True
বুদ্ধিজীবী,বুদ্ধি+জীব+ী,বুদ্ধি,বুদ্ধিজীবী,False
বুদ্ধমন্দির,বুদ্ধ+মন্দির,বুদ্ধ,বুদ্ধমন্দি,False
বুকের,বুক+ের,বুক,বুক,True
বুলাতেই,বুলা+তে+ই,বুলা,বুলা,True
বুলবুলে,বুলবুলে,বুলবুলে,বুলবুল,False
বুনিয়া,বুন+িয়া,বুন,বুনিয়া,False
বুঝেন,"বুঝ+েন, বুঝ+ে+ন",বুঝ,বুঝ,True
বুঝিয়ে,বুঝ+িয়ে,বুঝ,বুঝা,False
বুঝতে,বুঝ+তে,বুঝ,বুঝ,True
বদলাল,"বদল+া+ল, বদল+াল",বদল,বদলাল,False
বহাল,বহাল,বহাল,বহাল,True
বহির্বিশ্ব,বহির্+বিশ্ব,বহির্,বহির্বিশ্ব,False
বহির্বিশ্বে,বহির্+বিশ্ব+ে,বহির্,বহির্বিশ্ব,False
বহুসংখ্যক,বহু+সংখ্যক,বহু,বহুসংখ্যক,False
বহুকিছু,বহু+কিছু,বহু,বহুকিছু,False
বহুমাত্রা,বহু+মাত্রা,বহু,বহুমাত্,False
বইবহির্ভূত,বই+বহির্ভূত,বই,বইবহির্ভূত,False
বকে,বক+ে,বক,বক,True
বাক্স,বাক্স,বাক্স,বাক্স,True
বক্তারা,বক্তা+রা,বক্তা,বক্তা,True
বক্তৃতাগুলোর,বক্তৃতা+গুলো+র,বক্তৃতা,বক্তৃতা,True
বক্তৃতার,বক্তৃতা+র,বক্তৃতা,বক্তৃতা,True
বলছি,বল+ছ+ি,বল,বল,True
বলেছিলেন,"বল+ে+ছি+ল+ে+ন, বল+ে+ছ+িল+ে+ন",বল,বল,True
বলেন,বল+ে+ন,বল,বল,True
বলেনি,বল+ে+নি,বল,বলেনি,False
বলি,বলি,বলি,বলি,True
বলত,বল+ত,বল,বলত,False
বনভূমি,বন+ভূমি,বন,বনভূমি,False
বন্ধুত্বপূর্ণ,বন্ধুত্ব+পূর্ণ,বন্ধুত্ব,বন্ধুত্বপূর্ণ,False
বন্ধুবান্ধবের,বন্ধু+বান্ধব+ের,বন্ধু,বন্ধুবান্ধব,False
বন্ধুকে,বন্ধু+কে,বন্ধু,বন্ধু,True
বন্ড,বন্ড,বন্ড,বন্ড,True
বন্যপ্রাণীরা,বন্য+প্রাণ+ী+রা,বন্য,বন্যপ্রাণীরা,False
বরাবরের,বরাবর+ের,বরাবর,বরাবর,True
বরখাস্ত,বরখাস্ত,বরখাস্ত,বরখাস্ত,True
বর্ষসেরাকে,বর্ষ+সেরা+কে,বর্ষ,বর্ষসেরা,False
বর্জ্য,বর্জ্য,বর্জ্য,বর্জ্য,True
বর্তমানে,বর্তমান+ে,বর্তমান,বর্ত,False
বর্গমাইল,বর্গ+মাইল,বর্গ,বর্গমাইল,False
বর্গমাইলে,বর্গ+মাইল+ে,বর্গ,বর্গমাইল,False
বয়সেই,বয়স+ে+ই,বয়স,বয়স,True
বয়স্করা,বয়স্ক+রা,বয়স্ক,বয়স্ক,True
বড়ভাই,বড়+ভাই,বড়,বড়ভা,False
বড়জোর,বড়+জোর,বড়,বড়জোর,False
বড়বাড়ী,বড়+বাড়ী,বড়,বড়বাড়ী,False
ব্যাচ,ব্যাচ,ব্যাচ,ব্যাচ,True
ব্যাকরণ,ব্যাকরণ,ব্যাকরণ,ব্যাকরণ,True
ব্যানারটির,ব্যানার+টি+র,ব্যানার,ব্যানার,True
ব্যান্ড,ব্যান্ড,ব্যান্ড,ব্যান্ড,True
ব্যান্ডবাদক,ব্যান্ড+বাদ+ক,ব্যান্ড,ব্যান্ডবাদক,False
ব্যাপকতাও,ব্যাপক+তা+ও,ব্যাপক,ব্যাপকতা,False
ব্যাটালিয়নের,ব্যাটালিয়ন+ের,ব্যাটালিয়ন,ব্যাটালিয়ন,True
ব্যাটিংয়ে,ব্যাট+িং+য়ে,ব্যাট,ব্যাটিংয়,False
ব্যাটই,ব্যাট+ই,ব্যাট,ব্যাট,True
ব্যাংক,ব্যাংক,ব্যাংক,ব্যাংক,True
ব্যাংকগুলোতে,ব্যাংক+গুলো+তে,ব্যাংক,ব্যাংক,True
ব্যাংকও,ব্যাংক+ও,ব্যাংক,ব্যাংক,True
ব্যস্ততা,ব্যস্ত+তা,ব্যস্ত,ব্যস্ততা,False
ব্যবসায়ী,ব্যবসা+য়ী,ব্যবসা,ব্যবসায়ী,False
ব্যবসায়ীদের,ব্যবসা+য়ী+দের,ব্যবসা,ব্যবসায়ী,False
ব্যবস্থাই,ব্যবস্থা+ই,ব্যবস্থা,ব্যবস্থা,True
ব্যবহারে,ব্যবহার+ে,ব্যবহার,ব্যবহা,False
ব্যক্তিত্বদের,ব্যক্তি+ত্ব+দের,ব্যক্তি,ব্যক্তিত্ব,False
ব্যক্তিগণের,ব্যক্তি+গণ+ের,ব্যক্তি,ব্যক্তিগণ,False
ব্যর্থতায়,ব্যর্থ+তা+য়,ব্যর্থ,ব্যর্থতায়,False
ব্যয়,ব্যয়,ব্যয়,ব্যয়,True
ব্যয়টাকে,ব্যয়+টা+কে,ব্যয়,ব্যয়,True
ব্রিটিশবিরোধী,ব্রিটিশ+বি+রোধ+ী,ব্রিটিশ,ব্রিটিশবিরোধী,False
ব্র্যাকেটবন্দি,ব্র্যাকেট+বন্দ+ি,ব্র্যাকেট,ব্র্যাকেটবন্দি,False
চঁাদাবাজ,চঁাদা+বাজ,চঁাদা,চঁাদাবাজ,False
চীনা,চীন+া,চীন,চীনা,False
চৌতন্যগলির,চৌতন্য+গলি+র,চৌতন্য,চৌতন্যগলি,False
চৌমোহনায়,চৌ+মোহনা+য়,চৌ,চৌমোহনায়,False
চাবির,চাবি+র,চাবি,চাবি,True
চাচা,চাচা,চাচা,চাচা,True
চাদরেই,চাদর+ে+ই,চাদর,চাদর,True
চাহিতেছেন,"চাহি+তে+ছে+ন, চাহি+তে+ছ+ে+ন",চাহি,চাহিত,False
চাইছিলেন,"চাই+ছ+িল+ে+ন, চাই+ছি+ল+ে+ন",চাই,চাই,True
চাকচিক্য,চাক+চিক্য,চাক,চাকচিক্য,False
চাকরিবিধির,চাকরি+বিধি+র,চাকরি,চাকরিবিধি,False
চাকরিচ্যুতি,চাকরি+চ্যুত+ি,চাকরি,চাকরিচ্যুতি,False
চালাচ্ছে,চালা+চ্ছ+ে,চালা,চাল,False
চালান,চাল+া+ন,চাল,চালান,False
চালানো,চাল+া+নো,চাল,চালানো,False
চালতা,চাল+তা,চাল,চালতা,False
চালুরও,চালু+র+ও,চালু,চালুর,False
চামড়াশিল্প,চামড়া+শিল্প,চামড়া,চামড়াশিল্প,False
চান,চান,চান,চান,True
চারেক,"1 চার+েক, চার+এক",1 চার,চারেক,False
চারপাশেও,চার+পাশ+ে+ও,চার,চারপাশ,False
চারটা,চার+টা,চার,চার,True
চারটিতেই,চার+টি+তে+ই,চার,চার,True
চেতনা,চেতনা,চেতনা,চেতনা,True
চেনাই,চেনা+ই,চেনা,চেনা,True
চেনামুখই,চেনা+মুখ+ই,চেনা,চেনামুখ,False
চেয়ারপারসনের,চেয়ার+পারসন+ের,চেয়ার,চেয়ারপারসন,False
চেয়েছেন,"চে+য়ে+ছে+ন, চে+য়ে+ছ+ে+ন",চে,চায়,False
চিতার,চিতা+র,চিতা,চিতা,True
চিত্তে,চিত্ত+ে,চিত্ত,চিত্,False
চিকিত্সারত,চিকিত্সা+রত,চিকিত্সা,চিকিত্সারত,False
চিকিত্সক,চিকিত্সক,চিকিত্সক,চিকিত্সক,True
চিন্তা,চিন্তা,চিন্তা,চিন্তা,True
চিন্তার,চিন্তা+র,চিন্তা,চিন্তা,True
চিপাগলির,চিপা+গলি+র,চিপা,চিপাগলি,False
চণ্ডীতেই,চণ্ডী+তে+ই,চণ্ডী,চণ্ডী,True
চোরাগোপ্তা,চোরা+গোপ্তা,চোরা,চোরাগোপ্তা,False
চত্বর,চত্বর,চত্বর,চত্বর,True
চুক্তি,চুক্তি,চুক্তি,চুক্তি,True
চুক্তিনামা,চুক্তি+নাম+া,চুক্তি,চুক্তিনামা,False
চুক্তিটাতেই,চুক্তি+টা+তে+ই,চুক্তি,চুক্তি,True
চুক্তিটির,চুক্তি+টি+র,চুক্তি,চুক্তি,True
চক্ষুদানের,চক্ষু+দান+ের,চক্ষু,চক্ষুদান,False
চলছে,চল+ছ+ে,চল,চল,True
চলচ্চিত্রটিও,চল+চ্চিত্র+টি+ও,চল,চলচ্চিত্র,False
চলন,চলন,চলন,চলন,True
চমত্কার,চমত্কার,চমত্কার,চমত্কা,False
চরের,চর+ের,চর,চর,True
চরটি,চর+টি,চর,চর,True
চটিয়েছে,চটিয়ে+ছ+ে,চটিয়ে,চট,False
চটতে,চট+তে,চট,চট,True
চড়াদামের,চড়া+দাম+ের,চড়া,চড়াদাম,False
চড়েন,চড়+ে+ন,চড়,চড়,True
চ্যানেলগুলোও,চ্যানেল+গুলো+ও,চ্যানেল,চ্যানেল,True
দঁাড়াননি,দঁাড়া+ন+নি,দঁাড়া,দঁাড়াননি,False
দঁাড়ায়,দঁাড়া+য়,দঁাড়া,দঁাড়ায়,False
দীর্ঘশ্বাস,দীর্ঘ+শ্বাস,দীর্ঘ,দীর্ঘশ্বাস,False
দৌরাত্ম্য,দৌরাত্ম্য,দৌরাত্ম্য,দৌরাত্ম্য,True
দৌড়াদৌড়ি,দৌড়া+দৌড়ি,দৌড়া,দৌড়াদৌড়ি,False
দৌড়ানো,দৌড়ান+ো,দৌড়ান,দৌড়ানো,False
দাসখত,দাস+খত,দাস,দাসখত,False
দাতাপ্রতিনিধি,দাতা+প্রতিনিধি,দাতা,দাতাপ্রতিনিধি,False
দাবি,দাবি,দাবি,দাবি,True
দাবিকৃত,দাবি+কৃত,দাবি,দাবিকৃত,False
দাবিপূরণের,দাবি+পূরণ+ের,দাবি,দাবিপূরণ,False
দামটা,দাম+টা,দাম,দাম,True
দানকারীরাও,দান+কার+ী+রা+ও,দান,দানকারীরা,False
দানও,দানও,দানও,দান,False
দাওয়াত,দাওয়াত,দাওয়াত,দাওয়াত,True
দাওয়ায়,দাওয়া+য়,দাওয়া,দাওয়ায়,False
দাপ্তরিকভাবে,"1 দাপ্তর+িক+ভাব+ে, দপ্তর+িক+ভাব+ে",1 দাপ্তর,দাপ্তরিকভাব,False
দায়ভার,দায়+ভার,দায়,দায়ভা,False
দায়িত্ব,দায়িত্ব,দায়িত্ব,দায়িত্ব,True
দায়িত্বেও,দায়িত্ব+ে+ও,দায়িত্ব,দায়িত্ব,True
দধি,দধি,দধি,দধি,True
দেখা,দেখা,দেখা,দেখা,True
দেখাচ্ছে,দেখ+া+চ্ছ+ে,দেখ,দেখ,True
দেখানো,দেখ+া+নো,দেখ,দেখানো,False
দেখায়নি,দেখ+ায়+নি,দেখ,দেখায়নি,False
দেখছে,দেখ+ছ+ে,দেখ,দেখ,True
দেখছিলাম,"দেখ+ছি+ল+াম, দেখ+ছ+িল+াম",দেখ,দেখ,True
দেখেনি,দেখ+ে+নি,দেখ,দেখেনি,False
দেখেননি,দেখ+ে+ন+নি,দেখ,দেখেননি,False
